Name,Prevalence (All),N (All),Weighted N (All),Prevalence (Most important driver/barrier),Statements,Priority,Driver/Barrier,AGE_GROUP: Prevalence (All),AGE_GROUP: N (All),AGE_GROUP: Weighted N (All),AGE_GROUP: Prevalence (Most important driver/barrier),AGE_GROUP: Statements,AGE Focus,GENDER: Prevalence (All),GENDER: N (All),GENDER: Weighted N (All),GENDER: Prevalence (Most important driver/barrier),GENDER: Statements,GENDER Focus,URBAN_RURAL: Prevalence (All),URBAN_RURAL: N (All),URBAN_RURAL: Weighted N (All),URBAN_RURAL: Prevalence (Most important driver/barrier),URBAN_RURAL: Statements,URBAN_RURAL Focus,REGION: Prevalence (All),REGION: N (All),REGION: Weighted N (All),REGION: Prevalence (Most important driver/barrier),REGION: Statements,REGION Focus
Manque de connaissances : non spécifié/ Nǔnywɛ ma ɖó: è ma ɖɔ xó d’eji ǎ,"future_user: 17.35% 
 nonuser: 6.95% 
 past_user: 2.34% 
 user: 11.37%","future_user: 17 
 nonuser: 21 
 past_user: 3 
 user: 34","future_user: 21.4 
 nonuser: 27.4 
 past_user: 1.7 
 user: 29.7","future_user: 5.1% 
 nonuser: 2.65% 
 past_user: 0.78% 
 user: 0.0%","Je ne pense pas avoir suffisamment d'informations pour utiliser correctement les contraceptifs. 
 future_user: 80.9% 
 nonuser: 82.3% 
 past_user: 63.79% 
 user: 56.41%

",Very high,barrier,"16-20: 6.9% 
 21-30: 9.09% 
 31-45: 9.19%","16-20: 2 
 21-30: 30 
 31-45: 43","16-20: 12.3 
 21-30: 25.3 
 31-45: 42.6","16-20: 3.45% 
 21-30: 0.91% 
 31-45: 2.14%","Je ne pense pas avoir suffisamment d'informations pour utiliser correctement les contraceptifs. 
 16-20: 64.0% 
 21-30: 70.49% 
 31-45: 68.29%

",16-20,"Femme Nyɔnu: 4.62% 
 Homme Sunnu: 13.46%","Femme Nyɔnu: 19 
 Homme Sunnu: 56","Femme Nyɔnu: 28.3 
 Homme Sunnu: 51.9","Femme Nyɔnu: 0.97% 
 Homme Sunnu: 2.4%","Je ne pense pas avoir suffisamment d'informations pour utiliser correctement les contraceptifs. 
 Femme Nyɔnu: 66.58% 
 Homme Sunnu: 71.87%

","Femme Nyɔnu, Homme Sunnu","Rural: 9.73% 
 Semi-urbain: 8.08% 
 Urbain: 6.98%","Rural: 51 
 Semi-urbain: 21 
 Urbain: 3","Rural: 52.3 
 Semi-urbain: 23.7 
 Urbain: 4.2","Rural: 1.91% 
 Semi-urbain: 1.54% 
 Urbain: 0.0%","Je ne pense pas avoir suffisamment d'informations pour utiliser correctement les contraceptifs. 
 Rural: 65.18% 
 Semi-urbain: 76.61% 
 Urbain: 71.05%

",Rural,"Mid-South: 3.35% 
 North-East: 8.18% 
 North-West: 24.0% 
 South-South: 10.51%","Mid-South: 7 
 North-East: 13 
 North-West: 12 
 South-South: 43","Mid-South: 11.3 
 North-East: 26.4 
 North-West: 21.5 
 South-South: 20.9","Mid-South: 1.91% 
 North-East: 0.0% 
 North-West: 2.0% 
 South-South: 2.2%","Je ne pense pas avoir suffisamment d'informations pour utiliser correctement les contraceptifs. 
 Mid-South: 65.49% 
 North-East: 82.0% 
 North-West: 55.32% 
 South-South: 66.85%

","North-West, South-South"
Manque de moyens financiers pour accéder aux contraceptifs : les produits sont trop chers/ Akwɛ ma ɖó bo na dó mɔ nǔ e nɔ glɔ́n ali nú vǐjiji lɛ é ǎ: nǔ e è nɔ zán lɛ é nɔ xɔ akwɛ dín,"future_user: 0.0% 
 nonuser: 0.66% 
 past_user: 1.56% 
 user: 5.35%","future_user: 0 
 nonuser: 2 
 past_user: 2 
 user: 16","future_user: 0.0 
 nonuser: 2.4 
 past_user: 2.1 
 user: 12.9","future_user: 0.0% 
 nonuser: 0.0% 
 past_user: 0.0% 
 user: 0.0%","Même si je voulais utiliser une méthode contraceptive moderne, son coût me rendrait cela impossible. 
 future_user: 18.06% 
 nonuser: 22.43% 
 past_user: 8.87% 
 user: 15.88%

",Low,barrier,"16-20: 3.45% 
 21-30: 2.73% 
 31-45: 2.14%","16-20: 1 
 21-30: 9 
 31-45: 10","16-20: 1.3 
 21-30: 8.0 
 31-45: 8.1","16-20: 0.0% 
 21-30: 0.0% 
 31-45: 0.0%","Même si je voulais utiliser une méthode contraceptive moderne, son coût me rendrait cela impossible. 
 16-20: 13.04% 
 21-30: 19.43% 
 31-45: 15.22%

","16-20, 21-30, 31-45","Femme Nyɔnu: 1.22% 
 Homme Sunnu: 3.61%","Femme Nyɔnu: 5 
 Homme Sunnu: 15","Femme Nyɔnu: 2.8 
 Homme Sunnu: 14.5","Femme Nyɔnu: 0.0% 
 Homme Sunnu: 0.0%","Même si je voulais utiliser une méthode contraceptive moderne, son coût me rendrait cela impossible. 
 Femme Nyɔnu: 10.61% 
 Homme Sunnu: 23.71%

","Femme Nyɔnu, Homme Sunnu","Rural: 3.24% 
 Semi-urbain: 0.77% 
 Urbain: 2.33%","Rural: 17 
 Semi-urbain: 2 
 Urbain: 1","Rural: 14.9 
 Semi-urbain: 1.1 
 Urbain: 1.3","Rural: 0.0% 
 Semi-urbain: 0.0% 
 Urbain: 0.0%","Même si je voulais utiliser une méthode contraceptive moderne, son coût me rendrait cela impossible. 
 Rural: 19.23% 
 Semi-urbain: 12.56% 
 Urbain: 13.16%

",Rural,"Mid-South: 0.0% 
 North-East: 8.18% 
 North-West: 2.0% 
 South-South: 1.47%","Mid-South: 0 
 North-East: 13 
 North-West: 1 
 South-South: 6","Mid-South: 0.0 
 North-East: 13.6 
 North-West: 1.3 
 South-South: 2.5","Mid-South: 0.0% 
 North-East: 0.0% 
 North-West: 0.0% 
 South-South: 0.0%","Même si je voulais utiliser une méthode contraceptive moderne, son coût me rendrait cela impossible. 
 Mid-South: 10.34% 
 North-East: 32.19% 
 North-West: 26.67% 
 South-South: 12.11%

","North-East, North-West"
Manque de moyens financiers pour accéder aux contraceptifs : non spécifié/ Akwɛ ma ɖó bo na dó sixu mɔ nǔ e nɔ glɔ́n ali nú vǐjiji lɛ é ǎ: è ma ɖɔ ɖ’ayǐ ǎ,"future_user: 1.02% 
 nonuser: 0.99% 
 past_user: 0.0% 
 user: 2.01%","future_user: 1 
 nonuser: 3 
 past_user: 0 
 user: 6","future_user: 0.2 
 nonuser: 13.2 
 past_user: 0.0 
 user: 7.7","future_user: 1.02% 
 nonuser: 0.0% 
 past_user: 0.0% 
 user: 0.0%","Pour les personnes comme moi, l'accès aux contraceptifs est réaliste, malgré les coûts potentiels. 
 future_user: 75.0% 
 nonuser: 44.93% 
 past_user: 80.51% 
 user: 80.0%

",Very high,barrier,"16-20: 0.0% 
 21-30: 1.21% 
 31-45: 1.28%","16-20: 0 
 21-30: 4 
 31-45: 6","16-20: 0.0 
 21-30: 4.3 
 31-45: 16.9","16-20: 0.0% 
 21-30: 0.0% 
 31-45: 0.21%","Pour les personnes comme moi, l'accès aux contraceptifs est réaliste, malgré les coûts potentiels. 
 16-20: 73.68% 
 21-30: 68.77% 
 31-45: 67.78%

","21-30, 31-45","Femme Nyɔnu: 1.22% 
 Homme Sunnu: 1.2%","Femme Nyɔnu: 5 
 Homme Sunnu: 5","Femme Nyɔnu: 2.2 
 Homme Sunnu: 18.9","Femme Nyɔnu: 0.0% 
 Homme Sunnu: 0.24%","Pour les personnes comme moi, l'accès aux contraceptifs est réaliste, malgré les coûts potentiels. 
 Femme Nyɔnu: 74.1% 
 Homme Sunnu: 62.34%

",Homme Sunnu,"Rural: 1.72% 
 Semi-urbain: 0.38% 
 Urbain: 0.0%","Rural: 9 
 Semi-urbain: 1 
 Urbain: 0","Rural: 20.9 
 Semi-urbain: 0.2 
 Urbain: 0.0","Rural: 0.0% 
 Semi-urbain: 0.38% 
 Urbain: 0.0%","Pour les personnes comme moi, l'accès aux contraceptifs est réaliste, malgré les coûts potentiels. 
 Rural: 71.67% 
 Semi-urbain: 59.9% 
 Urbain: 80.0%

","Rural, Semi-urbain","Mid-South: 0.0% 
 North-East: 1.89% 
 North-West: 0.0% 
 South-South: 1.71%","Mid-South: 0 
 North-East: 3 
 North-West: 0 
 South-South: 7","Mid-South: 0.0 
 North-East: 18.1 
 North-West: 0.0 
 South-South: 3.0","Mid-South: 0.0% 
 North-East: 0.0% 
 North-West: 0.0% 
 South-South: 0.24%","Pour les personnes comme moi, l'accès aux contraceptifs est réaliste, malgré les coûts potentiels. 
 Mid-South: 71.51% 
 North-East: 83.69% 
 North-West: 57.14% 
 South-South: 60.49%

","North-East, South-South"
Non actif sexuellement/ Un nɔ ɖóxó xá mɛ ǎ,"future_user: 3.06% 
 nonuser: 1.99% 
 past_user: 4.69% 
 user: 1.67%","future_user: 3 
 nonuser: 6 
 past_user: 6 
 user: 5","future_user: 5.0 
 nonuser: 1.5 
 past_user: 10.6 
 user: 4.8","future_user: 0.0% 
 nonuser: 0.66% 
 past_user: 3.12% 
 user: 0.0%","Il existe des situations où la contraception est utile même si l'on n'est pas sexuellement actif. 
 future_user: 82.05% 
 nonuser: 40.86% 
 past_user: 66.13% 
 user: 83.23%

",Very high,barrier,"16-20: 3.45% 
 21-30: 3.33% 
 31-45: 1.71%","16-20: 1 
 21-30: 11 
 31-45: 8","16-20: 0.9 
 21-30: 11.3 
 31-45: 9.7","16-20: 0.0% 
 21-30: 0.91% 
 31-45: 0.64%","Il existe des situations où la contraception est utile même si l'on n'est pas sexuellement actif. 
 16-20: 33.33% 
 21-30: 66.9% 
 31-45: 71.14%

",21-30,"Femme Nyɔnu: 3.41% 
 Homme Sunnu: 1.44%","Femme Nyɔnu: 14 
 Homme Sunnu: 6","Femme Nyɔnu: 19.2 
 Homme Sunnu: 2.7","Femme Nyɔnu: 1.46% 
 Homme Sunnu: 0.0%","Il existe des situations où la contraception est utile même si l'on n'est pas sexuellement actif. 
 Femme Nyɔnu: 61.07% 
 Homme Sunnu: 74.5%

",Femme Nyɔnu,"Rural: 3.24% 
 Semi-urbain: 0.0% 
 Urbain: 6.98%","Rural: 17 
 Semi-urbain: 0 
 Urbain: 3","Rural: 14.0 
 Semi-urbain: 0.0 
 Urbain: 7.9","Rural: 0.76% 
 Semi-urbain: 0.0% 
 Urbain: 4.65%","Il existe des situations où la contraception est utile même si l'on n'est pas sexuellement actif. 
 Rural: 75.0% 
 Semi-urbain: 57.76% 
 Urbain: 68.97%

",Urbain,"Mid-South: 0.0% 
 North-East: 3.14% 
 North-West: 8.0% 
 South-South: 2.69%","Mid-South: 0 
 North-East: 5 
 North-West: 4 
 South-South: 11","Mid-South: 0.0 
 North-East: 9.6 
 North-West: 10.4 
 South-South: 1.9","Mid-South: 0.0% 
 North-East: 1.26% 
 North-West: 0.0% 
 South-South: 0.98%","Il existe des situations où la contraception est utile même si l'on n'est pas sexuellement actif. 
 Mid-South: 50.57% 
 North-East: 72.41% 
 North-West: 53.33% 
 South-South: 80.69%

","North-East, North-West, South-South"
"Nécessité de mettre au monde tous les enfants / d’accoucher de tous les enfants “prévus” dans le corps/ Hudo e ɖo na hɛn vi lɛ bi wa gbɛ ɔ mɛ / bo na ji vi lɛ bi ""plan"" ɖo agbaza mɛ ɔ","future_user: 1.02% 
 nonuser: 0.66% 
 past_user: 0.0% 
 user: 1.34%","future_user: 1 
 nonuser: 2 
 past_user: 0 
 user: 4","future_user: 0.8 
 nonuser: 1.3 
 past_user: 0.0 
 user: 2.4","future_user: 1.02% 
 nonuser: 0.0% 
 past_user: 0.0% 
 user: 0.0%","Une femme doit donner naissance à tous les enfants qu'elle porte en elle. 
 future_user: 11.96% 
 nonuser: 16.07% 
 past_user: 8.33% 
 user: 8.36%

",Low,barrier,"16-20: 3.45% 
 21-30: 0.61% 
 31-45: 0.85%","16-20: 1 
 21-30: 2 
 31-45: 4","16-20: 0.8 
 21-30: 1.3 
 31-45: 2.4","16-20: 3.45% 
 21-30: 0.0% 
 31-45: 0.0%","Une femme doit donner naissance à tous les enfants qu'elle porte en elle. 
 16-20: 7.14% 
 21-30: 10.32% 
 31-45: 12.7%

",16-20,"Femme Nyɔnu: 1.22% 
 Homme Sunnu: 0.48%","Femme Nyɔnu: 5 
 Homme Sunnu: 2","Femme Nyɔnu: 2.5 
 Homme Sunnu: 2.0","Femme Nyɔnu: 0.24% 
 Homme Sunnu: 0.0%","Une femme doit donner naissance à tous les enfants qu'elle porte en elle. 
 Femme Nyɔnu: 5.53% 
 Homme Sunnu: 17.85%

","Femme Nyɔnu, Homme Sunnu","Rural: 1.15% 
 Semi-urbain: 0.38% 
 Urbain: 0.0%","Rural: 6 
 Semi-urbain: 1 
 Urbain: 0","Rural: 4.3 
 Semi-urbain: 0.2 
 Urbain: 0.0","Rural: 0.19% 
 Semi-urbain: 0.0% 
 Urbain: 0.0%","Une femme doit donner naissance à tous les enfants qu'elle porte en elle. 
 Rural: 15.37% 
 Semi-urbain: 5.16% 
 Urbain: 5.13%

",Rural,"Mid-South: 0.0% 
 North-East: 1.89% 
 North-West: 2.0% 
 South-South: 0.73%","Mid-South: 0 
 North-East: 3 
 North-West: 1 
 South-South: 3","Mid-South: 0.0 
 North-East: 2.8 
 North-West: 1.1 
 South-South: 0.6","Mid-South: 0.0% 
 North-East: 0.63% 
 North-West: 0.0% 
 South-South: 0.0%","Une femme doit donner naissance à tous les enfants qu'elle porte en elle. 
 Mid-South: 10.36% 
 North-East: 18.67% 
 North-West: 44.74% 
 South-South: 6.28%

","North-East, North-West"
"N’utilise pas de contraceptifs car allaitement/ É nɔ zán azɔwanú e nɔ glɔ́n ali nú vǐjiji lɛ é ǎ, ɖó anɔ̌sin nina vǐ wutu","future_user: 5.1% 
 nonuser: 1.32% 
 past_user: 8.59% 
 user: 2.68%","future_user: 5 
 nonuser: 4 
 past_user: 11 
 user: 8","future_user: 1.8 
 nonuser: 3.0 
 past_user: 7.7 
 user: 3.3","future_user: 4.08% 
 nonuser: 0.99% 
 past_user: 5.47% 
 user: 0.0%","Une femme ne peut pas utiliser de contraception pendant qu'elle allaite. 
 future_user: 62.5% 
 nonuser: 84.77% 
 past_user: 56.7% 
 user: 56.71%

",Very high,barrier,"16-20: 6.9% 
 21-30: 3.94% 
 31-45: 2.78%","16-20: 2 
 21-30: 13 
 31-45: 13","16-20: 0.1 
 21-30: 7.4 
 31-45: 8.3","16-20: 3.45% 
 21-30: 2.42% 
 31-45: 1.07%","Une femme ne peut pas utiliser de contraception pendant qu'elle allaite. 
 16-20: 45.45% 
 21-30: 62.21% 
 31-45: 68.23%

",16-20,"Femme Nyɔnu: 5.84% 
 Homme Sunnu: 0.96%","Femme Nyɔnu: 24 
 Homme Sunnu: 4","Femme Nyɔnu: 12.5 
 Homme Sunnu: 3.3","Femme Nyɔnu: 3.41% 
 Homme Sunnu: 0.0%","Une femme ne peut pas utiliser de contraception pendant qu'elle allaite. 
 Femme Nyɔnu: 54.41% 
 Homme Sunnu: 75.94%

",Femme Nyɔnu,"Rural: 4.77% 
 Semi-urbain: 0.77% 
 Urbain: 2.33%","Rural: 25 
 Semi-urbain: 2 
 Urbain: 1","Rural: 13.1 
 Semi-urbain: 1.4 
 Urbain: 1.3","Rural: 2.29% 
 Semi-urbain: 0.38% 
 Urbain: 2.33%","Une femme ne peut pas utiliser de contraception pendant qu'elle allaite. 
 Rural: 64.49% 
 Semi-urbain: 71.51% 
 Urbain: 41.18%

",Rural,"Mid-South: 1.44% 
 North-East: 3.77% 
 North-West: 4.0% 
 South-South: 4.16%","Mid-South: 3 
 North-East: 6 
 North-West: 2 
 South-South: 17","Mid-South: 0.0 
 North-East: 9.6 
 North-West: 2.2 
 South-South: 3.9","Mid-South: 0.48% 
 North-East: 4.4% 
 North-West: 0.0% 
 South-South: 1.47%","Une femme ne peut pas utiliser de contraception pendant qu'elle allaite. 
 Mid-South: 66.04% 
 North-East: 63.33% 
 North-West: 74.29% 
 South-South: 64.66%

",North-East
Peur des effets secondaires : Peur d'infections lors de la miction dans des endroits sales/ Xɛsi nu nuɖe na jɛ: Xɛsi nu azɔn hwenu e e ɖo aɖɔɖɔ wɛ ɖo fi kwijikwiji lɛ,"future_user: 3.06% 
 nonuser: 4.64% 
 past_user: 3.12% 
 user: 8.36%","future_user: 3 
 nonuser: 14 
 past_user: 4 
 user: 25","future_user: 0.8 
 nonuser: 5.0 
 past_user: 1.4 
 user: 23.0","future_user: 0.0% 
 nonuser: 0.0% 
 past_user: 0.78% 
 user: 0.0%","L'utilisation de contraceptifs rend les femmes plus susceptibles de contracter des infections lorsqu'elles urinent dans des endroits sales. 
 future_user: 96.77% 
 nonuser: 90.28% 
 past_user: 75.0% 
 user: 77.3%

",Medium,barrier,"16-20: 6.9% 
 21-30: 5.45% 
 31-45: 5.56%","16-20: 2 
 21-30: 18 
 31-45: 26","16-20: 0.1 
 21-30: 10.1 
 31-45: 20.0","16-20: 0.0% 
 21-30: 0.3% 
 31-45: 0.0%","L'utilisation de contraceptifs rend les femmes plus susceptibles de contracter des infections lorsqu'elles urinent dans des endroits sales. 
 16-20: 85.71% 
 21-30: 86.92% 
 31-45: 78.06%

",21-30,"Femme Nyɔnu: 6.33% 
 Homme Sunnu: 4.81%","Femme Nyɔnu: 26 
 Homme Sunnu: 20","Femme Nyɔnu: 22.2 
 Homme Sunnu: 8.0","Femme Nyɔnu: 0.24% 
 Homme Sunnu: 0.0%","L'utilisation de contraceptifs rend les femmes plus susceptibles de contracter des infections lorsqu'elles urinent dans des endroits sales. 
 Femme Nyɔnu: 92.67% 
 Homme Sunnu: 71.13%

",Femme Nyɔnu,"Rural: 5.73% 
 Semi-urbain: 5.77% 
 Urbain: 2.33%","Rural: 30 
 Semi-urbain: 15 
 Urbain: 1","Rural: 14.9 
 Semi-urbain: 14.9 
 Urbain: 0.4","Rural: 0.19% 
 Semi-urbain: 0.0% 
 Urbain: 0.0%","L'utilisation de contraceptifs rend les femmes plus susceptibles de contracter des infections lorsqu'elles urinent dans des endroits sales. 
 Rural: 87.08% 
 Semi-urbain: 68.57% 
 Urbain: 76.92%

",Rural,"Mid-South: 2.87% 
 North-East: 5.03% 
 North-West: 6.0% 
 South-South: 7.09%","Mid-South: 6 
 North-East: 8 
 North-West: 3 
 South-South: 29","Mid-South: 11.1 
 North-East: 6.7 
 North-West: 3.5 
 South-South: 8.8","Mid-South: 0.0% 
 North-East: 0.63% 
 North-West: 0.0% 
 South-South: 0.0%","L'utilisation de contraceptifs rend les femmes plus susceptibles de contracter des infections lorsqu'elles urinent dans des endroits sales. 
 Mid-South: 40.0% 
 North-East: 88.61% 
 North-West: 100.0% 
 South-South: 82.87%

","North-East, South-South"
Peur des effets secondaires : Peur d'un arrêt cardiaque/ Xɛsiɖiɖi nú nǔ e na jɛ ɖò agbaza mɛ lɛ é: Xɛsi nú nǔ e na jɛ ɖò ayi mɛ lɛ é,"future_user: 4.08% 
 nonuser: 1.66% 
 past_user: 1.56% 
 user: 4.35%","future_user: 4 
 nonuser: 5 
 past_user: 2 
 user: 13","future_user: 3.1 
 nonuser: 6.1 
 past_user: 0.1 
 user: 5.5","future_user: 0.0% 
 nonuser: 0.0% 
 past_user: 0.78% 
 user: 0.0%","L'utilisation de contraceptifs peut entraîner des problèmes cardiaques soudains. 
 future_user: 86.96% 
 nonuser: 87.14% 
 past_user: 59.46% 
 user: 55.86%

",Very high,barrier,"16-20: 3.45% 
 21-30: 2.73% 
 31-45: 2.99%","16-20: 1 
 21-30: 9 
 31-45: 14","16-20: 0.1 
 21-30: 6.0 
 31-45: 8.7","16-20: 0.0% 
 21-30: 0.0% 
 31-45: 0.21%","L'utilisation de contraceptifs peut entraîner des problèmes cardiaques soudains. 
 16-20: 50.0% 
 21-30: 74.23% 
 31-45: 65.22%

",31-45,"Femme Nyɔnu: 3.65% 
 Homme Sunnu: 2.16%","Femme Nyɔnu: 15 
 Homme Sunnu: 9","Femme Nyɔnu: 3.4 
 Homme Sunnu: 11.4","Femme Nyɔnu: 0.24% 
 Homme Sunnu: 0.0%","L'utilisation de contraceptifs peut entraîner des problèmes cardiaques soudains. 
 Femme Nyɔnu: 74.29% 
 Homme Sunnu: 63.97%

",Femme Nyɔnu,"Rural: 3.05% 
 Semi-urbain: 1.92% 
 Urbain: 6.98%","Rural: 16 
 Semi-urbain: 5 
 Urbain: 3","Rural: 9.7 
 Semi-urbain: 2.2 
 Urbain: 2.9","Rural: 0.19% 
 Semi-urbain: 0.0% 
 Urbain: 0.0%","L'utilisation de contraceptifs peut entraîner des problèmes cardiaques soudains. 
 Rural: 78.98% 
 Semi-urbain: 43.06% 
 Urbain: 83.33%

","Rural, Urbain","Mid-South: 0.96% 
 North-East: 3.14% 
 North-West: 2.0% 
 South-South: 3.91%","Mid-South: 2 
 North-East: 5 
 North-West: 1 
 South-South: 16","Mid-South: 0.0 
 North-East: 5.3 
 North-West: 5.2 
 South-South: 4.2","Mid-South: 0.48% 
 North-East: 0.0% 
 North-West: 0.0% 
 South-South: 0.0%","L'utilisation de contraceptifs peut entraîner des problèmes cardiaques soudains. 
 Mid-South: 54.17% 
 North-East: 94.34% 
 North-West: 60.0% 
 South-South: 63.7%

","Mid-South, North-East, South-South"
Peur des effets secondaires : Peur d'un gonflement/d'une inflammation/ Xɛsi e nɔ ɖi mɛ ɖɔ nǔ e na jɛ ɖò agbaza mɛ lɛ é na jĭ/flamma nǔcikɔ,"future_user: 7.14% 
 nonuser: 19.54% 
 past_user: 9.38% 
 user: 15.05%","future_user: 7 
 nonuser: 59 
 past_user: 12 
 user: 45","future_user: 2.2 
 nonuser: 52.3 
 past_user: 44.9 
 user: 31.9","future_user: 2.04% 
 nonuser: 0.0% 
 past_user: 0.0% 
 user: 0.0%","Les contraceptifs peuvent provoquer des gonflements ou des inflammations dans le corps. 
 future_user: 100.0% 
 nonuser: 99.22% 
 past_user: 84.31% 
 user: 90.3%

",Low,barrier,"16-20: 6.9% 
 21-30: 13.94% 
 31-45: 16.03%","16-20: 2 
 21-30: 46 
 31-45: 75","16-20: 0.0 
 21-30: 8.3 
 31-45: 123.1","16-20: 0.0% 
 21-30: 0.3% 
 31-45: 0.21%","Les contraceptifs peuvent provoquer des gonflements ou des inflammations dans le corps. 
 16-20: 66.67% 
 21-30: 93.88% 
 31-45: 93.75%

","21-30, 31-45","Femme Nyɔnu: 7.06% 
 Homme Sunnu: 22.6%","Femme Nyɔnu: 29 
 Homme Sunnu: 94","Femme Nyɔnu: 7.5 
 Homme Sunnu: 124.0","Femme Nyɔnu: 0.0% 
 Homme Sunnu: 0.48%","Les contraceptifs peuvent provoquer des gonflements ou des inflammations dans le corps. 
 Femme Nyɔnu: 92.59% 
 Homme Sunnu: 93.8%

",Homme Sunnu,"Rural: 12.79% 
 Semi-urbain: 21.15% 
 Urbain: 2.33%","Rural: 67 
 Semi-urbain: 55 
 Urbain: 1","Rural: 17.1 
 Semi-urbain: 113.0 
 Urbain: 1.3","Rural: 0.19% 
 Semi-urbain: 0.38% 
 Urbain: 0.0%","Les contraceptifs peuvent provoquer des gonflements ou des inflammations dans le corps. 
 Rural: 94.65% 
 Semi-urbain: 92.62% 
 Urbain: 75.0%

",Semi-urbain,"Mid-South: 38.28% 
 North-East: 3.14% 
 North-West: 2.0% 
 South-South: 9.05%","Mid-South: 80 
 North-East: 5 
 North-West: 1 
 South-South: 37","Mid-South: 111.3 
 North-East: 5.0 
 North-West: 5.2 
 South-South: 9.9","Mid-South: 0.0% 
 North-East: 0.0% 
 North-West: 0.0% 
 South-South: 0.49%","Les contraceptifs peuvent provoquer des gonflements ou des inflammations dans le corps. 
 Mid-South: 91.23% 
 North-East: 97.06% 
 North-West: 100.0% 
 South-South: 92.82%

","Mid-South, South-South"
Peur des effets secondaires : Peur d'une augmentation des saignements/ Xɛsi e è nɔ ɖi dó nǔ e na tɔ́n sín mɛ lɛ é wu é: Xɛsi e è nɔ ɖi ɖɔ hun na tɔ́n ɖò mɛ wu é,"future_user: 21.43% 
 nonuser: 31.13% 
 past_user: 21.09% 
 user: 33.11%","future_user: 21 
 nonuser: 94 
 past_user: 27 
 user: 99","future_user: 15.2 
 nonuser: 58.6 
 past_user: 75.6 
 user: 101.6","future_user: 8.16% 
 nonuser: 8.61% 
 past_user: 10.94% 
 user: 0.0%","Les contraceptifs provoquent souvent des saignements excessifs chez les femmes. 
 future_user: 97.01% 
 nonuser: 98.71% 
 past_user: 83.9% 
 user: 92.03%

",Very high,barrier,"16-20: 17.24% 
 21-30: 28.18% 
 31-45: 30.56%","16-20: 5 
 21-30: 93 
 31-45: 143","16-20: 0.3 
 21-30: 32.1 
 31-45: 218.7","16-20: 17.24% 
 21-30: 6.06% 
 31-45: 4.91%","Les contraceptifs provoquent souvent des saignements excessifs chez les femmes. 
 16-20: 81.25% 
 21-30: 96.43% 
 31-45: 91.69%

",16-20,"Femme Nyɔnu: 27.98% 
 Homme Sunnu: 30.29%","Femme Nyɔnu: 115 
 Homme Sunnu: 126","Femme Nyɔnu: 103.0 
 Homme Sunnu: 148.0","Femme Nyɔnu: 8.27% 
 Homme Sunnu: 3.37%","Les contraceptifs provoquent souvent des saignements excessifs chez les femmes. 
 Femme Nyɔnu: 91.21% 
 Homme Sunnu: 95.32%

","Femme Nyɔnu, Homme Sunnu","Rural: 25.76% 
 Semi-urbain: 40.0% 
 Urbain: 4.65%","Rural: 135 
 Semi-urbain: 104 
 Urbain: 2","Rural: 35.9 
 Semi-urbain: 212.5 
 Urbain: 2.6","Rural: 5.73% 
 Semi-urbain: 6.15% 
 Urbain: 4.65%","Les contraceptifs provoquent souvent des saignements excessifs chez les femmes. 
 Rural: 93.53% 
 Semi-urbain: 93.39% 
 Urbain: 90.91%

",Semi-urbain,"Mid-South: 63.64% 
 North-East: 12.58% 
 North-West: 2.0% 
 South-South: 21.27%","Mid-South: 133 
 North-East: 20 
 North-West: 1 
 South-South: 87","Mid-South: 200.4 
 North-East: 23.5 
 North-West: 1.3 
 South-South: 25.9","Mid-South: 12.44% 
 North-East: 8.18% 
 North-West: 0.0% 
 South-South: 2.2%","Les contraceptifs provoquent souvent des saignements excessifs chez les femmes. 
 Mid-South: 84.21% 
 North-East: 97.81% 
 North-West: 95.12% 
 South-South: 95.93%

","Mid-South, North-East"
